fold_id,signal_index,entry_time,exit_time,direction,score,state_key,entry_price,exit_price,stop_price,target_price,pnl_points,bars_held,exit_reason,mfe_points,mae_points,spread_points
rw_002,141896,2024-05-02 20:30:00,2024-05-02 21:05:00,-1,2.105369,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_4|div_4|loss_0|foldloss_0|costgap_30,17475.45,17500.02,17500.02,17441.67,-25.22,8,stop,29.05,26.9,0.65
rw_002,142054,2024-05-03 10:40:00,2024-05-03 10:45:00,-1,0.258083,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_0|div_0|loss_0|foldloss_0|costgap_30,17601.75,17606.81,17606.81,17594.79,-6.46,2,stop,3.55,9.75,1.4
rw_002,142065,2024-05-03 11:35:00,2024-05-03 11:40:00,-1,0.46262,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,17640.25,17631.9,17646.32,17631.9,7.0,2,target,12.25,3.3,1.35
rw_002,142084,2024-05-03 13:10:00,2024-05-03 13:35:00,-1,0.901905,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_1|div_2|loss_78|foldloss_100|costgap_30,17646.45,17636.84,17653.44,17636.84,8.26,6,target,11.45,3.9,1.35
rw_002,142114,2024-05-03 15:40:00,2024-05-03 15:40:00,-1,1.967554,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_3|div_3|loss_0|foldloss_0|costgap_30,17808.12,17794.77,17817.83,17794.77,13.35,1,target,31.52,8.98,0.0
rw_002,142129,2024-05-03 16:55:00,2024-05-03 17:00:00,-1,1.023877,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_6|div_6|loss_0|foldloss_0|costgap_30,17882.45,17897.6,17897.6,17861.62,-15.92,2,stop,76.45,37.15,0.77
rw_002,142149,2024-05-03 18:35:00,2024-05-03 19:25:00,-1,1.082473,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_3|div_4|loss_78|foldloss_100|costgap_30,17854.2,17861.15,17880.4,17818.18,-7.37,11,max_hold,8.7,24.35,0.42
rw_002,142169,2024-05-03 20:15:00,2024-05-03 21:05:00,-1,0.696606,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_4|div_4|loss_0|foldloss_0|costgap_30,17871.95,17886.8,17895.44,17839.65,-15.42,11,max_hold,30.95,14.85,0.57
rw_002,142363,2024-05-06 13:30:00,2024-05-06 13:30:00,-1,0.38256,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_5|div_5|loss_0|foldloss_0|costgap_30,17942.75,17935.9,17947.73,17935.9,6.1,1,target,11.6,4.9,0.75
rw_002,142383,2024-05-06 15:10:00,2024-05-06 15:15:00,-1,-0.156032,short|post_sc0007_regression_channel_residual_mixed_evidence|same_2|opp_1|div_3|loss_89|foldloss_100|costgap_30,17937.85,17943.0,17943.0,17930.77,-5.72,2,stop,1.95,7.75,0.57
rw_002,142389,2024-05-06 15:40:00,2024-05-06 15:40:00,-1,-0.144348,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,17955.25,17948.21,17960.37,17948.21,5.64,1,target,8.7,0.05,1.4
rw_002,142405,2024-05-06 17:00:00,2024-05-06 17:00:00,-1,1.75882,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,17997.0,17987.13,18004.18,17987.13,8.77,1,target,11.75,4.1,1.1
rw_002,142427,2024-05-06 18:50:00,2024-05-06 19:00:00,-1,1.034219,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_4|div_4|loss_0|foldloss_0|costgap_30,18002.9,17988.6,18013.3,17988.6,12.9,3,target,15.25,0.9,1.4
rw_002,142436,2024-05-06 19:35:00,2024-05-06 19:35:00,-1,0.015515,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,17985.45,17996.41,17996.41,17970.38,-11.71,1,stop,1.75,11.35,0.75
rw_002,142442,2024-05-06 20:05:00,2024-05-06 20:10:00,-1,0.935111,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_3|div_3|loss_0|foldloss_0|costgap_30,18004.45,17988.29,18016.21,17988.29,15.94,2,target,21.7,4.15,0.22
rw_002,142453,2024-05-06 21:00:00,2024-05-06 21:20:00,-1,0.210882,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,18016.4,18027.32,18027.32,18001.39,-11.67,5,stop,4.65,12.8,0.75
rw_002,142646,2024-05-07 14:05:00,2024-05-07 14:05:00,-1,0.087618,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_0|div_0|loss_0|foldloss_0|costgap_30,18068.05,18060.61,18073.46,18060.61,6.04,1,target,8.35,2.45,1.4
rw_002,142665,2024-05-07 15:40:00,2024-05-07 15:40:00,-1,-0.866745,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_1|div_2|loss_78|foldloss_100|costgap_30,18060.7,18066.02,18066.02,18053.38,-6.1,1,stop,0.0,10.95,0.78
rw_002,142676,2024-05-07 16:35:00,2024-05-07 16:35:00,-1,1.877711,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,18116.45,18108.27,18122.4,18108.27,7.78,1,target,17.2,5.9,0.4
rw_002,142691,2024-05-07 17:50:00,2024-05-07 17:50:00,-1,0.0015,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_3|div_4|loss_78|foldloss_100|costgap_30,18111.65,18121.28,18121.28,18098.41,-10.63,1,stop,0.0,13.2,1.0
rw_002,142697,2024-05-07 18:20:00,2024-05-07 18:30:00,-1,0.273425,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_0|div_1|loss_100|foldloss_100|costgap_30,18143.2,18129.01,18153.52,18129.01,12.84,3,target,17.7,9.95,1.35
rw_002,142704,2024-05-07 18:55:00,2024-05-07 19:30:00,-1,-0.417739,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_6|div_7|loss_100|foldloss_100|costgap_30,18149.35,18134.05,18160.47,18134.05,13.95,8,target,19.5,5.25,1.35
rw_002,142714,2024-05-07 19:45:00,2024-05-07 19:50:00,-1,-0.565057,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_2|div_3|loss_89|foldloss_100|costgap_30,18139.5,18123.09,18151.43,18123.09,15.11,2,target,19.2,0.6,1.3
rw_002,142723,2024-05-07 20:30:00,2024-05-07 20:40:00,-1,-0.046602,short|post_sc0007_regression_channel_residual_mixed_evidence|same_2|opp_2|div_4|loss_83|foldloss_100|costgap_30,18146.3,18129.28,18158.68,18129.28,15.72,3,target,21.55,9.75,1.3
rw_002,142834,2024-05-08 06:45:00,2024-05-08 06:45:00,-1,-1.170896,short|post_sc0007_regression_channel_residual_mixed_evidence|same_2|opp_0|div_2|loss_89|foldloss_100|costgap_30,18092.15,18088.0,18095.17,18088.0,2.75,1,target,5.45,0.35,1.4
rw_002,142957,2024-05-08 17:00:00,2024-05-08 17:00:00,-1,1.689911,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_4|div_4|loss_0|foldloss_0|costgap_30,18061.35,18070.97,18070.97,18048.12,-9.62,1,stop,9.35,11.55,0.0
rw_002,142967,2024-05-08 17:50:00,2024-05-08 17:55:00,-1,1.553054,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_4|div_4|loss_0|foldloss_0|costgap_30,18130.05,18114.3,18141.5,18114.3,15.03,2,target,22.55,1.75,0.72
rw_002,142985,2024-05-08 19:20:00,2024-05-08 19:35:00,-1,0.061916,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_3|div_4|loss_100|foldloss_100|costgap_30,18083.75,18066.1,18096.59,18066.1,16.93,4,target,33.5,2.5,0.72
rw_002,142991,2024-05-08 19:50:00,2024-05-08 20:00:00,-1,-0.553861,short|post_sc0007_regression_channel_residual_mixed_evidence|same_2|opp_0|div_2|loss_94|foldloss_100|costgap_30,18071.45,18054.03,18084.12,18054.03,16.42,3,target,32.2,0.65,1.0
rw_002,143003,2024-05-08 20:50:00,2024-05-08 20:55:00,-1,0.65584,short|post_sc0007_regression_channel_residual_mixed_evidence|same_2|opp_3|div_5|loss_83|foldloss_100|costgap_30,18061.6,18074.83,18074.83,18043.41,-14.53,2,stop,0.35,13.65,1.3
rw_002,143164,2024-05-09 11:15:00,2024-05-09 11:30:00,-1,-0.181371,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_0|div_0|loss_0|foldloss_0|costgap_30,18033.6,18027.23,18038.23,18027.23,4.97,4,target,13.65,2.5,1.4
rw_002,143206,2024-05-09 14:45:00,2024-05-09 15:00:00,-1,-0.492519,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_4|div_4|loss_0|foldloss_0|costgap_30,18052.8,18043.38,18059.65,18043.38,8.02,4,target,17.15,4.8,1.4
rw_002,143216,2024-05-09 15:35:00,2024-05-09 15:35:00,-1,1.437428,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,18078.75,18085.49,18085.49,18069.49,-8.14,1,stop,9.6,10.75,1.4
rw_002,143223,2024-05-09 16:10:00,2024-05-09 16:15:00,-1,-0.087642,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_3|div_3|loss_0|foldloss_0|costgap_30,18104.2,18093.28,18112.14,18093.28,9.52,2,target,14.75,1.1,1.4
rw_002,143242,2024-05-09 17:45:00,2024-05-09 17:50:00,-1,-0.08116,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_3|div_4|loss_78|foldloss_100|costgap_30,18097.15,18110.43,18110.43,18078.89,-14.03,2,stop,14.0,20.6,0.75
rw_002,143252,2024-05-09 18:35:00,2024-05-09 18:40:00,-1,-0.028951,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_5|div_5|loss_0|foldloss_0|costgap_30,18128.85,18109.06,18143.24,18109.06,18.99,2,target,24.85,1.25,0.8
rw_002,143270,2024-05-09 20:05:00,2024-05-09 20:20:00,-1,0.594268,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_4|div_5|loss_89|foldloss_100|costgap_30,18123.8,18103.11,18138.85,18103.11,20.12,4,target,38.85,5.0,0.57
rw_002,143278,2024-05-09 20:45:00,2024-05-09 21:00:00,-1,-0.815526,short|post_sc0007_regression_channel_residual_mixed_evidence|same_2|opp_3|div_5|loss_89|foldloss_100|costgap_30,18114.5,18093.53,18129.75,18093.53,20.4,4,target,25.55,5.4,0.57
rw_002,143426,2024-05-10 10:05:00,2024-05-10 10:05:00,-1,1.419742,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_2|div_3|loss_78|foldloss_100|costgap_30,18173.7,18169.78,18176.55,18169.78,2.62,1,target,8.8,1.3,1.3
rw_002,143456,2024-05-10 12:35:00,2024-05-10 13:00:00,-1,-0.388629,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_4|div_4|loss_0|foldloss_0|costgap_30,18202.5,18194.78,18208.11,18194.78,7.04,6,target,8.15,3.75,0.68
rw_002,143480,2024-05-10 14:35:00,2024-05-10 14:45:00,-1,-0.970403,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_0|div_0|loss_0|foldloss_0|costgap_30,18190.95,18183.59,18196.31,18183.59,5.96,3,target,10.45,1.25,1.4
rw_002,143504,2024-05-10 16:35:00,2024-05-10 16:35:00,-1,1.804203,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_3|div_3|loss_0|foldloss_0|costgap_30,18214.75,18220.6,18220.6,18206.7,-6.52,1,stop,21.75,6.3,0.67
rw_002,143543,2024-05-10 19:50:00,2024-05-10 20:05:00,-1,0.6131,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_1|div_1|loss_0|foldloss_0|costgap_30,18149.75,18127.18,18166.16,18127.18,21.22,4,target,25.75,4.35,1.35
rw_002,143557,2024-05-10 21:00:00,2024-05-10 21:35:00,-1,1.374939,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_3|div_3|loss_0|foldloss_0|costgap_30,18152.65,18131.42,18168.09,18131.42,20.88,8,target,22.9,10.8,0.35
rw_002,143657,2024-05-13 06:25:00,2024-05-13 06:25:00,-1,-0.717545,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_0|div_0|loss_0|foldloss_0|costgap_30,18165.55,18168.34,18168.34,18161.72,-4.14,1,stop,0.0,6.35,1.35
rw_002,143680,2024-05-13 08:20:00,2024-05-13 08:20:00,-1,-0.110561,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,18187.3,18190.12,18190.12,18183.42,-4.22,1,stop,0.35,3.4,1.4
rw_002,143743,2024-05-13 13:35:00,2024-05-13 13:40:00,-1,-0.388109,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_1|div_1|loss_0|foldloss_0|costgap_30,18199.7,18193.0,18204.57,18193.0,6.02,2,target,8.5,0.0,0.68
rw_002,143751,2024-05-13 14:15:00,2024-05-13 14:45:00,-1,0.828951,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_7|div_7|loss_0|foldloss_0|costgap_30,18208.65,18213.78,18213.78,18201.59,-5.68,7,stop,5.45,7.35,0.55
rw_002,143776,2024-05-13 16:20:00,2024-05-13 16:25:00,-1,-0.024457,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_2|div_3|loss_100|foldloss_100|costgap_30,18223.95,18229.2,18229.2,18216.73,-6.65,2,stop,2.95,8.0,1.4
rw_002,143810,2024-05-13 19:10:00,2024-05-13 20:00:00,-1,0.407827,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,18198.8,18183.1,18210.22,18183.1,14.3,11,target,20.5,7.15,1.4
rw_002,143826,2024-05-13 20:30:00,2024-05-13 20:35:00,-1,-0.851559,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_1|div_2|loss_89|foldloss_100|costgap_30,18190.25,18173.14,18202.7,18173.14,15.91,2,target,17.8,0.75,1.2
rw_002,143832,2024-05-13 21:00:00,2024-05-13 21:00:00,-1,-0.408507,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_1|div_2|loss_78|foldloss_100|costgap_30,18180.75,18165.69,18191.7,18165.69,13.66,1,target,16.15,0.2,1.4
rw_002,143948,2024-05-14 07:40:00,2024-05-14 08:15:00,-1,0.21945,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_0|div_1|loss_78|foldloss_100|costgap_30,18170.7,18173.03,18173.03,18167.5,-3.73,8,stop,2.9,4.8,1.4
rw_002,144047,2024-05-14 15:55:00,2024-05-14 15:55:00,-1,-1.102298,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_0|div_1|loss_100|foldloss_100|costgap_30,18164.6,18172.08,18172.08,18154.32,-7.48,1,stop,6.1,9.6,0.0
rw_002,144056,2024-05-14 16:40:00,2024-05-14 16:40:00,-1,0.561057,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_2|div_3|loss_100|foldloss_100|costgap_30,18194.85,18204.12,18204.12,18182.11,-9.82,1,stop,8.6,21.55,0.55
rw_002,144066,2024-05-14 17:30:00,2024-05-14 17:35:00,-1,1.326797,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_3|div_4|loss_100|foldloss_100|costgap_30,18262.75,18244.76,18275.83,18244.76,17.54,2,target,79.75,5.7,0.45
rw_002,144072,2024-05-14 18:00:00,2024-05-14 18:15:00,-1,-0.229283,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_5|div_5|loss_0|foldloss_0|costgap_30,18237.9,18253.29,18253.29,18216.74,-16.24,4,stop,7.95,27.95,0.85
rw_002,144078,2024-05-14 18:30:00,2024-05-14 18:30:00,-1,-0.427822,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_2|div_3|loss_100|foldloss_100|costgap_30,18257.3,18234.25,18274.07,18234.25,22.15,1,target,26.55,0.05,0.9
rw_002,144096,2024-05-14 20:00:00,2024-05-14 20:40:00,-1,0.225576,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_1|div_2|loss_100|foldloss_100|costgap_30,18216.0,18231.43,18231.43,18194.78,-15.68,9,stop,18.6,21.8,0.25
rw_002,144105,2024-05-14 20:45:00,2024-05-14 21:05:00,-1,0.632819,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_3|div_4|loss_78|foldloss_100|costgap_30,18236.2,18250.69,18250.69,18216.28,-15.69,5,stop,14.85,16.9,1.2
rw_002,144233,2024-05-15 08:25:00,2024-05-15 08:55:00,-1,0.878248,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_0|div_0|loss_0|foldloss_0|costgap_30,18309.7,18312.24,18312.24,18306.2,-3.94,7,stop,2.85,2.8,1.4
rw_002,144302,2024-05-15 14:10:00,2024-05-15 14:10:00,-1,-0.959057,short|post_sc0007_regression_channel_residual_mixed_evidence|same_2|opp_0|div_2|loss_83|foldloss_100|costgap_30,18305.65,18310.03,18310.03,18299.63,-5.78,1,stop,1.5,7.45,1.4
rw_002,144324,2024-05-15 16:00:00,2024-05-15 16:00:00,-1,-0.153682,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,18405.7,18393.85,18414.32,18393.85,11.63,1,target,16.0,0.6,0.22
rw_002,144344,2024-05-15 17:40:00,2024-05-15 17:45:00,-1,1.190283,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_5|div_5|loss_0|foldloss_0|costgap_30,18451.85,18466.23,18466.23,18432.07,-15.18,2,stop,4.65,16.35,0.8
rw_002,144351,2024-05-15 18:15:00,2024-05-15 19:05:00,-1,0.563741,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_3|div_3|loss_0|foldloss_0|costgap_30,18490.95,18491.4,18506.39,18469.71,-1.85,11,max_hold,17.5,8.55,1.4
rw_002,144367,2024-05-15 19:35:00,2024-05-15 20:00:00,-1,1.074523,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_4|div_4|loss_0|foldloss_0|costgap_30,18512.75,18529.74,18529.74,18489.4,-17.77,6,stop,8.0,21.2,0.78
rw_002,144375,2024-05-15 20:15:00,2024-05-15 20:35:00,-1,2.12418,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_5|div_5|loss_0|foldloss_0|costgap_30,18544.45,18557.45,18557.45,18526.57,-13.2,5,stop,13.35,15.7,0.2
rw_002,144384,2024-05-15 21:00:00,2024-05-15 21:05:00,-1,1.685023,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_3|div_3|loss_0|foldloss_0|costgap_30,18577.6,18588.83,18588.83,18562.15,-11.88,2,stop,5.95,12.95,0.65
rw_002,144488,2024-05-16 06:40:00,2024-05-16 06:55:00,-1,1.225478,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_3|div_3|loss_0|foldloss_0|costgap_30,18627.1,18622.76,18630.26,18622.76,2.99,4,target,4.8,0.0,1.35
rw_002,144550,2024-05-16 11:50:00,2024-05-16 12:30:00,-1,-0.101694,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_3|div_3|loss_0|foldloss_0|costgap_30,18616.7,18610.45,18621.25,18610.45,4.85,9,target,8.2,2.35,1.4
rw_002,144612,2024-05-16 17:00:00,2024-05-16 17:00:00,-1,0.93953,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,18600.3,18591.72,18606.54,18591.72,7.83,1,target,12.55,3.05,0.75
rw_002,144625,2024-05-16 18:05:00,2024-05-16 18:10:00,-1,2.283398,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_5|div_5|loss_0|foldloss_0|costgap_30,18645.6,18633.93,18654.09,18633.93,10.27,2,target,19.7,6.3,1.4
rw_002,144631,2024-05-16 18:35:00,2024-05-16 18:35:00,-1,-0.458856,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_3|div_4|loss_100|foldloss_100|costgap_30,18644.15,18631.15,18653.6,18631.15,12.2,1,target,25.6,1.95,0.8
rw_002,144648,2024-05-16 20:00:00,2024-05-16 20:20:00,-1,0.322926,short|post_sc0007_regression_channel_residual_mixed_evidence|same_2|opp_3|div_5|loss_89|foldloss_100|costgap_30,18625.1,18610.15,18635.97,18610.15,14.23,5,target,58.6,7.05,0.72
rw_002,144846,2024-05-17 13:30:00,2024-05-17 13:35:00,-1,-0.329649,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,18560.5,18553.15,18565.85,18553.15,5.95,2,target,7.8,2.05,1.4
rw_002,144852,2024-05-17 14:00:00,2024-05-17 14:05:00,-1,-0.569042,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,18566.1,18558.55,18571.59,18558.55,6.15,2,target,10.05,3.25,1.4
rw_002,144866,2024-05-17 15:10:00,2024-05-17 15:15:00,-1,-0.697449,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_3|div_3|loss_0|foldloss_0|costgap_30,18575.6,18568.14,18581.02,18568.14,6.06,2,target,11.75,1.3,1.4
rw_002,144872,2024-05-17 15:40:00,2024-05-17 15:55:00,-1,0.275407,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_4|div_4|loss_0|foldloss_0|costgap_30,18578.5,18583.77,18583.77,18571.25,-6.62,4,stop,2.9,8.3,1.35
rw_002,144894,2024-05-17 17:30:00,2024-05-17 17:30:00,-1,-0.403839,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_2|div_3|loss_78|foldloss_100|costgap_30,18565.0,18572.86,18572.86,18554.2,-9.26,1,stop,5.85,10.5,1.4
rw_002,144916,2024-05-17 19:20:00,2024-05-17 19:40:00,-1,-0.740392,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_3|div_4|loss_100|foldloss_100|costgap_30,18545.6,18530.65,18556.47,18530.65,13.55,5,target,24.35,0.95,1.4
rw_002,144924,2024-05-17 20:00:00,2024-05-17 20:15:00,-1,-1.229961,short|post_sc0007_regression_channel_residual_mixed_evidence|same_2|opp_0|div_2|loss_83|foldloss_100|costgap_30,18540.3,18524.32,18551.92,18524.32,14.58,4,target,27.05,0.3,1.4
rw_002,145036,2024-05-20 06:25:00,2024-05-20 06:30:00,-1,-0.365522,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_1|div_1|loss_0|foldloss_0|costgap_30,18587.8,18583.68,18590.8,18583.68,2.72,2,target,4.3,0.1,1.4
rw_002,145087,2024-05-20 10:40:00,2024-05-20 10:40:00,-1,-0.447043,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_0|div_0|loss_0|foldloss_0|costgap_30,18571.8,18574.85,18574.85,18567.6,-4.45,1,stop,0.7,3.3,1.4
rw_002,145134,2024-05-20 14:35:00,2024-05-20 14:45:00,-1,0.514253,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_4|div_4|loss_0|foldloss_0|costgap_30,18595.4,18590.39,18599.05,18590.39,3.61,3,target,6.85,1.8,1.4
rw_002,145158,2024-05-20 16:35:00,2024-05-20 16:35:00,-1,0.765339,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_0|div_0|loss_0|foldloss_0|costgap_30,18596.35,18600.87,18600.87,18590.14,-5.22,1,stop,2.4,22.0,0.7
