fold_id,signal_index,entry_time,exit_time,direction,score,state_key,entry_price,exit_price,stop_price,target_price,pnl_points,bars_held,exit_reason,mfe_points,mae_points,spread_points
rw_006,212612,2025-05-05 09:45:00,2025-05-05 09:45:00,1,-1.889146,long|phase_early_confirmation|compression_high|trigger_soft|fresh_new|mid_decay|europe_morning,19992.34,19981.35,19981.35,20007.45,-12.39,1,stop,0.0,17.0,1.4
rw_006,212641,2025-05-05 12:10:00,2025-05-05 12:10:00,-1,-1.889334,short|phase_early_confirmation|compression_mid|trigger_soft|fresh_new|low_decay|europe_morning,19888.34,19900.54,19900.54,19871.56,-13.6,1,stop,1.75,13.87,1.4
rw_006,212674,2025-05-05 14:55:00,2025-05-05 15:00:00,-1,-1.87519,short|phase_early_confirmation|compression_high|trigger_soft|fresh_new|low_decay|us_overlap,19878.34,19891.32,19891.32,19860.49,-14.38,2,stop,6.88,15.75,1.4
rw_006,212710,2025-05-05 17:55:00,2025-05-05 18:15:00,1,-1.879378,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,20005.94,19986.58,19986.58,20032.56,-20.56,5,stop,15.75,19.88,1.2
rw_006,212716,2025-05-05 18:25:00,2025-05-05 18:25:00,1,-1.840258,long|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|low_decay|late_session,20014.56,19993.95,19993.95,20042.9,-21.81,1,stop,0.13,26.62,1.2
rw_006,212728,2025-05-05 19:25:00,2025-05-05 20:15:00,1,-1.810855,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,20032.44,20010.42,20010.42,20062.71,-23.22,11,stop,16.62,22.63,1.2
rw_006,212743,2025-05-05 20:40:00,2025-05-05 21:30:00,1,-1.780521,long|phase_early_confirmation|compression_low|trigger_soft|fresh_new|low_decay|late_session,20045.19,20075.3,20023.29,20075.3,28.91,11,target,39.87,9.5,1.2
rw_006,212846,2025-05-06 06:15:00,2025-05-06 06:20:00,-1,-1.841365,short|phase_early_confirmation|compression_mid|trigger_soft|fresh_new|low_decay|early_session,19850.76,19860.58,19860.58,19837.26,-11.22,2,stop,0.75,19.87,1.4
rw_006,212925,2025-05-06 12:50:00,2025-05-06 12:50:00,-1,-1.854265,short|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|europe_morning,19739.38,19753.24,19753.24,19720.33,-15.26,1,stop,8.62,20.38,1.4
rw_006,212960,2025-05-06 15:45:00,2025-05-06 15:45:00,-1,-1.849218,short|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|us_overlap,19712.51,19726.16,19726.16,19693.74,-15.05,1,stop,2.25,26.25,1.4
rw_006,212969,2025-05-06 16:30:00,2025-05-06 16:30:00,-1,-1.827848,short|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|us_overlap,19701.26,19714.89,19714.89,19682.52,-14.83,1,stop,15.38,48.12,1.2
rw_006,212988,2025-05-06 18:05:00,2025-05-06 18:05:00,1,-1.828648,long|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|low_decay|late_session,19832.11,19811.09,19811.09,19861.01,-22.22,1,stop,5.87,38.88,1.2
rw_006,212994,2025-05-06 18:35:00,2025-05-06 18:40:00,1,-1.780567,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,19854.23,19832.11,19832.11,19884.65,-23.32,2,stop,3.88,46.25,1.2
rw_006,213002,2025-05-06 19:15:00,2025-05-06 19:15:00,1,-1.791961,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,19912.11,19889.39,19889.39,19943.35,-23.92,1,stop,2.0,47.25,1.2
rw_006,213021,2025-05-06 20:50:00,2025-05-06 21:00:00,-1,-1.781272,short|phase_trigger|compression_low|trigger_strong|fresh_new|high_decay|late_session,19751.61,19780.79,19780.79,19711.49,-30.38,3,stop,5.0,51.37,1.2
rw_006,213151,2025-05-07 08:40:00,2025-05-07 08:40:00,-1,-1.84237,short|phase_early_confirmation|compression_high|trigger_soft|fresh_new|low_decay|europe_morning,19895.98,19879.86,19907.71,19879.86,14.72,1,target,16.13,0.37,1.4
rw_006,213160,2025-05-07 09:25:00,2025-05-07 09:25:00,-1,-1.866229,short|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|europe_morning,19879.98,19864.16,19891.49,19864.16,14.42,1,target,18.5,1.12,1.4
rw_006,213179,2025-05-07 11:00:00,2025-05-07 11:05:00,1,-1.888837,long|phase_early_confirmation|compression_high|trigger_soft|fresh_new|mid_decay|europe_morning,19921.98,19911.15,19911.15,19936.87,-12.23,2,stop,11.37,29.5,1.4
rw_006,213198,2025-05-07 12:35:00,2025-05-07 12:35:00,-1,-1.895995,short|phase_trigger|compression_high|trigger_strong|fresh_new|mid_decay|europe_morning,19885.35,19897.28,19897.28,19868.95,-13.33,1,stop,5.25,12.63,1.4
rw_006,213204,2025-05-07 13:05:00,2025-05-07 13:10:00,-1,-1.898962,short|phase_early_confirmation|compression_high|trigger_firm|fresh_fresh|mid_decay|us_overlap,19886.73,19898.39,19898.39,19870.7,-13.06,2,stop,8.63,21.25,1.4
rw_006,213264,2025-05-07 18:05:00,2025-05-07 18:10:00,-1,-1.891675,short|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,19735.95,19707.01,19757.0,19707.01,27.74,2,target,37.5,15.38,1.2
rw_006,213270,2025-05-07 18:35:00,2025-05-07 18:35:00,-1,-1.867847,short|phase_trigger|compression_low|trigger_firm|fresh_fresh|low_decay|late_session,19707.45,19730.91,19730.91,19675.19,-24.66,1,stop,8.12,29.5,1.2
rw_006,213292,2025-05-07 20:25:00,2025-05-07 20:35:00,1,-1.824608,long|phase_early_confirmation|compression_low|trigger_soft|fresh_new|high_decay|late_session,19816.58,19790.09,19790.09,19853.01,-27.69,3,stop,4.75,50.0,1.2
rw_006,213397,2025-05-08 06:10:00,2025-05-08 06:20:00,1,-1.792456,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|early_session,20031.44,20051.26,20017.02,20051.26,18.42,3,target,38.37,0.5,1.4
rw_006,213405,2025-05-08 06:50:00,2025-05-08 07:05:00,1,-1.799944,long|phase_trigger|compression_mid|trigger_strong|fresh_new|low_decay|early_session,20072.06,20092.52,20057.18,20092.52,19.06,4,target,20.75,3.62,1.4
rw_006,213411,2025-05-08 07:20:00,2025-05-08 07:20:00,1,-1.820328,long|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|early_session,20101.31,20086.96,20086.96,20121.05,-15.75,1,stop,1.0,16.5,1.4
rw_006,213417,2025-05-08 07:50:00,2025-05-08 08:15:00,1,-1.839361,long|phase_early_confirmation|compression_high|trigger_soft|fresh_new|low_decay|early_session,20101.44,20087.82,20087.82,20120.17,-15.02,6,stop,7.37,18.88,1.4
rw_006,213467,2025-05-08 12:00:00,2025-05-08 12:15:00,1,-1.877051,long|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|europe_morning,20136.94,20125.61,20125.61,20152.52,-12.73,4,stop,3.0,11.5,1.4
rw_006,213478,2025-05-08 12:55:00,2025-05-08 13:00:00,1,-1.87797,long|phase_early_confirmation|compression_high|trigger_soft|fresh_new|low_decay|europe_morning,20163.19,20152.27,20152.27,20178.2,-12.32,2,stop,0.12,14.75,1.4
rw_006,213555,2025-05-08 19:20:00,2025-05-08 19:30:00,1,-1.84807,long|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|low_decay|late_session,20221.29,20190.52,20190.52,20263.6,-31.97,3,stop,9.87,31.13,1.2
rw_006,213563,2025-05-08 20:00:00,2025-05-08 20:10:00,1,-1.796098,long|phase_trigger|compression_low|trigger_firm|fresh_new|low_decay|late_session,20242.79,20213.1,20213.1,20283.62,-30.89,3,stop,4.25,39.38,1.2
rw_006,213673,2025-05-09 06:10:00,2025-05-09 06:25:00,1,-1.883673,long|phase_early_confirmation|compression_mid|trigger_soft|fresh_fresh|mid_decay|early_session,20081.87,20070.7,20070.7,20097.23,-12.57,4,stop,10.63,15.0,1.4
rw_006,213708,2025-05-09 09:05:00,2025-05-09 09:25:00,1,-1.888437,long|phase_early_confirmation|compression_high|trigger_soft|fresh_new|low_decay|europe_morning,20108.0,20097.9,20097.9,20121.89,-11.5,5,stop,5.37,14.0,1.4
rw_006,213758,2025-05-09 13:15:00,2025-05-09 13:30:00,1,-1.885591,long|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|us_overlap,20133.5,20149.25,20122.05,20149.25,14.35,4,target,15.87,9.38,1.4
rw_006,213764,2025-05-09 13:45:00,2025-05-09 14:10:00,1,-1.866655,long|phase_early_confirmation|compression_high|trigger_soft|fresh_new|low_decay|us_overlap,20141.37,20156.77,20130.17,20156.77,14.0,6,target,16.0,10.25,1.4
rw_006,213772,2025-05-09 14:25:00,2025-05-09 14:25:00,1,-1.875074,long|phase_early_confirmation|compression_high|trigger_firm|fresh_new|low_decay|us_overlap,20155.37,20145.12,20145.12,20169.46,-11.65,1,stop,42.13,98.87,1.4
rw_006,213799,2025-05-09 16:40:00,2025-05-09 16:40:00,1,-1.857514,long|phase_early_confirmation|compression_low|trigger_firm|fresh_new|low_decay|us_overlap,20170.22,20155.62,20155.62,20190.3,-15.8,1,stop,4.0,35.12,1.2
rw_006,213805,2025-05-09 17:10:00,2025-05-09 17:10:00,1,-1.877237,long|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|low_decay|late_session,20176.85,20160.13,20160.13,20199.84,-17.92,1,stop,1.37,23.13,1.2
rw_006,213820,2025-05-09 18:25:00,2025-05-09 18:35:00,-1,-1.885962,short|phase_early_confirmation|compression_low|trigger_soft|fresh_stale|mid_decay|late_session,20036.6,20061.17,20061.17,20002.81,-25.77,3,stop,19.25,30.75,1.2
rw_006,213983,2025-05-12 09:00:00,2025-05-12 09:00:00,1,-1.857775,long|phase_early_confirmation|compression_high|trigger_soft|fresh_new|low_decay|europe_morning,20471.25,20464.18,20464.18,20480.97,-8.47,1,stop,4.12,7.38,1.4
rw_006,214037,2025-05-12 13:30:00,2025-05-12 13:30:00,1,-1.839241,long|phase_trigger|compression_mid|trigger_strong|fresh_new|low_decay|us_overlap,20842.62,20876.78,20817.78,20876.78,32.76,1,target,43.25,3.37,1.4
rw_006,214043,2025-05-12 14:00:00,2025-05-12 14:00:00,1,-1.853029,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|us_overlap,20891.37,20865.31,20865.31,20927.2,-27.46,1,stop,2.5,33.5,1.4
rw_006,214077,2025-05-12 16:50:00,2025-05-12 16:50:00,-1,-1.835429,short|phase_early_confirmation|compression_low|trigger_soft|fresh_new|low_decay|us_overlap,20715.85,20736.82,20736.82,20687.02,-22.17,1,stop,5.25,52.87,1.2
rw_006,214085,2025-05-12 17:30:00,2025-05-12 17:30:00,-1,-1.838874,short|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,20659.6,20626.09,20683.97,20626.09,32.31,1,target,50.88,2.12,1.2
rw_006,214091,2025-05-12 18:00:00,2025-05-12 18:10:00,-1,-1.81549,short|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|mid_decay|late_session,20689.6,20716.16,20716.16,20653.08,-27.76,3,stop,8.25,27.0,1.2
rw_006,214117,2025-05-12 20:10:00,2025-05-12 20:20:00,1,-1.76983,long|phase_trigger|compression_low|trigger_strong|fresh_new|mid_decay|late_session,20847.22,20819.85,20819.85,20884.86,-28.57,3,stop,3.38,44.12,1.2
rw_006,214126,2025-05-12 20:55:00,2025-05-12 21:10:00,1,-1.766107,long|phase_early_confirmation|compression_low|trigger_firm|fresh_stale|mid_decay|late_session,20846.22,20821.94,20821.94,20879.61,-25.48,4,stop,0.5,33.5,1.2
rw_006,214231,2025-05-13 06:40:00,2025-05-13 07:00:00,-1,-1.869314,short|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|early_session,20770.21,20756.65,20780.07,20756.65,12.16,5,target,14.88,9.12,1.4
rw_006,214353,2025-05-13 16:50:00,2025-05-13 16:50:00,1,-1.873481,long|phase_early_confirmation|compression_low|trigger_soft|fresh_new|low_decay|us_overlap,20977.43,20998.51,20962.1,20998.51,19.88,1,target,56.63,0.0,1.2
rw_006,214361,2025-05-13 17:30:00,2025-05-13 17:40:00,1,-1.875928,long|phase_early_confirmation|compression_low|trigger_soft|fresh_new|low_decay|late_session,21131.18,21112.54,21112.54,21156.81,-19.84,3,stop,18.13,20.62,1.2
rw_006,214368,2025-05-13 18:05:00,2025-05-13 18:25:00,1,-1.837525,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,21169.81,21198.15,21149.2,21198.15,27.14,5,target,44.12,17.63,1.2
rw_006,214375,2025-05-13 18:40:00,2025-05-13 19:00:00,1,-1.801822,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,21212.56,21191.06,21191.06,21242.12,-22.7,5,stop,11.62,38.13,1.2
rw_006,214385,2025-05-13 19:30:00,2025-05-13 19:45:00,1,-1.788513,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,21224.68,21256.2,21201.75,21256.2,30.32,4,target,32.88,18.0,1.2
rw_006,214395,2025-05-13 20:20:00,2025-05-13 20:55:00,1,-1.790125,long|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|low_decay|late_session,21241.93,21221.06,21221.06,21270.63,-22.07,8,stop,25.75,26.25,1.2
rw_006,214505,2025-05-14 06:30:00,2025-05-14 06:45:00,1,-1.87242,long|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|early_session,21219.93,21211.89,21211.89,21230.99,-9.44,4,stop,1.75,14.0,1.4
rw_006,214518,2025-05-14 07:35:00,2025-05-14 07:35:00,1,-1.876629,long|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|early_session,21221.43,21231.01,21214.47,21231.01,8.18,1,target,13.75,0.13,1.4
rw_006,214592,2025-05-14 13:45:00,2025-05-14 13:50:00,1,-1.880285,long|phase_trigger|compression_mid|trigger_strong|fresh_new|high_decay|us_overlap,21224.05,21211.91,21211.91,21240.75,-13.54,2,stop,0.38,13.0,1.4
rw_006,214603,2025-05-14 14:40:00,2025-05-14 14:45:00,1,-1.879557,long|phase_early_confirmation|compression_mid|trigger_soft|fresh_new|low_decay|us_overlap,21286.43,21274.26,21274.26,21303.16,-13.57,2,stop,0.0,19.63,1.4
rw_006,214626,2025-05-14 16:35:00,2025-05-14 16:35:00,1,-1.887138,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|us_overlap,21318.78,21307.86,21307.86,21333.79,-12.12,1,stop,9.37,25.5,1.2
rw_006,214656,2025-05-14 19:05:00,2025-05-14 19:30:00,1,-1.786194,long|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|low_decay|late_session,21305.15,21335.24,21283.26,21335.24,28.89,6,target,37.5,16.12,1.2
rw_006,214662,2025-05-14 19:35:00,2025-05-14 19:35:00,1,-1.762679,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,21335.28,21313.16,21313.16,21365.7,-23.32,1,stop,6.62,34.0,1.2
rw_006,214672,2025-05-14 20:25:00,2025-05-14 20:25:00,-1,-1.788701,short|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,21216.9,21240.65,21240.65,21184.24,-24.95,1,stop,9.87,27.88,1.2
rw_006,214777,2025-05-15 06:10:00,2025-05-15 06:10:00,1,-1.868682,long|phase_early_confirmation|compression_high|trigger_soft|fresh_fresh|low_decay|early_session,21325.79,21319.02,21319.02,21335.1,-8.17,1,stop,0.13,13.5,1.4
rw_006,214904,2025-05-15 16:45:00,2025-05-15 16:45:00,1,-1.879087,long|phase_early_confirmation|compression_low|trigger_soft|fresh_new|low_decay|us_overlap,21239.52,21224.51,21224.51,21260.15,-16.21,1,stop,3.75,68.63,1.2
rw_006,214912,2025-05-15 17:25:00,2025-05-15 17:25:00,1,-1.877421,long|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|low_decay|late_session,21245.27,21226.1,21226.1,21271.63,-20.37,1,stop,5.87,35.88,1.2
rw_006,214921,2025-05-15 18:10:00,2025-05-15 18:15:00,1,-1.834123,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,21280.89,21310.49,21259.36,21310.49,28.4,2,target,41.5,0.75,1.2
rw_006,214927,2025-05-15 18:40:00,2025-05-15 18:40:00,1,-1.801716,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,21336.89,21367.76,21314.44,21367.76,29.67,1,target,31.13,0.75,1.2
rw_006,214933,2025-05-15 19:10:00,2025-05-15 19:10:00,1,-1.784177,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,21380.27,21357.03,21357.03,21412.22,-24.44,1,stop,0.0,25.88,1.2
rw_006,214939,2025-05-15 19:40:00,2025-05-15 20:00:00,1,-1.767262,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,21387.77,21419.44,21364.74,21419.44,30.47,5,target,40.62,7.38,1.2
rw_006,214947,2025-05-15 20:20:00,2025-05-15 20:30:00,1,-1.759273,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,21435.89,21413.62,21413.62,21466.51,-23.47,3,stop,16.25,22.87,1.2
rw_006,215058,2025-05-16 06:35:00,2025-05-16 06:35:00,1,-1.853575,long|phase_trigger|compression_high|trigger_strong|fresh_new|mid_decay|early_session,21332.55,21324.29,21324.29,21343.9,-9.66,1,stop,0.0,12.63,1.4
rw_006,215064,2025-05-16 07:05:00,2025-05-16 07:20:00,1,-1.865249,long|phase_trigger|compression_high|trigger_firm|fresh_new|mid_decay|early_session,21334.42,21326.26,21326.26,21345.64,-9.56,4,stop,2.0,10.12,1.4
rw_006,215070,2025-05-16 07:35:00,2025-05-16 07:50:00,1,-1.89747,long|phase_early_confirmation|compression_high|trigger_soft|fresh_fresh|mid_decay|early_session,21331.8,21324.3,21324.3,21342.12,-8.9,4,stop,7.62,13.0,1.4
rw_006,215122,2025-05-16 11:55:00,2025-05-16 11:55:00,1,-1.906392,long|phase_early_confirmation|compression_high|trigger_soft|fresh_fresh|low_decay|europe_morning,21388.17,21379.09,21379.09,21400.65,-10.48,1,stop,0.25,10.12,1.4
rw_006,215158,2025-05-16 14:55:00,2025-05-16 15:00:00,1,-1.894444,long|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|us_overlap,21402.92,21393.25,21393.25,21416.21,-11.07,2,stop,4.0,11.0,1.4
rw_006,215165,2025-05-16 15:30:00,2025-05-16 15:30:00,1,-1.885628,long|phase_early_confirmation|compression_high|trigger_soft|fresh_new|low_decay|us_overlap,21416.05,21406.79,21406.79,21428.78,-10.66,1,stop,3.37,27.75,1.4
rw_006,215197,2025-05-16 18:10:00,2025-05-16 18:10:00,-1,-1.884369,short|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|mid_decay|late_session,21297.65,21317.06,21317.06,21270.97,-20.61,1,stop,1.75,29.5,1.2
rw_006,215226,2025-05-16 20:35:00,2025-05-16 20:40:00,1,-1.785014,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,21392.77,21371.37,21371.37,21422.2,-22.6,2,stop,5.75,22.75,1.2
rw_006,215328,2025-05-19 06:05:00,2025-05-19 06:10:00,-1,-1.776577,short|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|early_session,21189.86,21172.59,21202.42,21172.59,15.87,2,target,17.5,0.87,1.4
rw_006,215334,2025-05-19 06:35:00,2025-05-19 06:40:00,-1,-1.824858,short|phase_early_confirmation|compression_low|trigger_soft|fresh_new|low_decay|early_session,21166.36,21149.36,21178.73,21149.36,15.6,2,target,30.75,0.37,1.4
rw_006,215345,2025-05-19 07:30:00,2025-05-19 07:30:00,-1,-1.830788,short|phase_early_confirmation|compression_mid|trigger_soft|fresh_fresh|low_decay|early_session,21142.61,21154.23,21154.23,21126.64,-13.02,1,stop,1.0,14.37,1.4
rw_006,215392,2025-05-19 11:25:00,2025-05-19 11:25:00,-1,-1.849507,short|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|europe_morning,21087.61,21069.73,21100.61,21069.73,16.48,1,target,29.0,4.0,1.4
rw_006,215468,2025-05-19 17:45:00,2025-05-19 17:45:00,1,-1.852723,long|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|low_decay|late_session,21351.21,21330.55,21330.55,21379.62,-21.86,1,stop,11.75,39.88,1.2
rw_006,215489,2025-05-19 19:30:00,2025-05-19 19:40:00,1,-1.777812,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,21399.83,21375.9,21375.9,21432.73,-25.13,3,stop,5.13,26.37,1.2
rw_006,215495,2025-05-19 20:00:00,2025-05-19 20:05:00,1,-1.771054,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,21427.08,21460.89,21402.49,21460.89,32.61,2,target,43.63,5.37,1.2
rw_006,215502,2025-05-19 20:35:00,2025-05-19 20:40:00,1,-1.762424,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,21470.21,21446.09,21446.09,21503.38,-25.32,2,stop,0.87,26.25,1.2
rw_006,215604,2025-05-20 06:05:00,2025-05-20 06:35:00,-1,-1.862996,short|phase_early_confirmation|compression_mid|trigger_soft|fresh_fresh|low_decay|early_session,21381.18,21366.5,21391.86,21366.5,13.28,7,target,21.88,3.12,1.4
rw_006,215616,2025-05-20 07:05:00,2025-05-20 07:50:00,-1,-1.855443,short|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|early_session,21361.43,21371.33,21371.33,21347.82,-11.3,10,stop,9.0,20.0,1.4
rw_006,215705,2025-05-20 14:30:00,2025-05-20 14:35:00,1,-1.866247,long|phase_trigger|compression_high|trigger_firm|fresh_fresh|low_decay|us_overlap,21408.93,21397.57,21397.57,21424.55,-12.76,2,stop,4.62,14.25,1.4
rw_006,215729,2025-05-20 16:30:00,2025-05-20 16:30:00,-1,-1.881804,short|phase_trigger|compression_mid|trigger_strong|fresh_new|low_decay|us_overlap,21342.3,21351.93,21351.93,21329.06,-10.83,1,stop,4.0,24.6,1.2
rw_006,215753,2025-05-20 18:30:00,2025-05-20 18:40:00,1,-1.862727,long|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|high_decay|late_session,21353.28,21334.82,21334.82,21378.66,-19.66,3,stop,5.12,29.13,1.2
rw_006,215767,2025-05-20 19:40:00,2025-05-20 20:30:00,1,-1.82813,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,21388.9,21368.15,21368.15,21417.44,-21.95,11,stop,15.0,35.75,1.2
rw_006,215884,2025-05-21 06:25:00,2025-05-21 06:45:00,-1,-1.847437,short|phase_trigger|compression_mid|trigger_strong|fresh_new|mid_decay|early_session,21309.89,21319.18,21319.18,21297.12,-10.69,5,stop,6.5,14.0,1.4
rw_006,215900,2025-05-21 07:45:00,2025-05-21 08:00:00,-1,-1.850412,short|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|early_session,21287.64,21296.22,21296.22,21275.84,-9.98,4,stop,4.25,14.12,1.4
rw_006,216026,2025-05-21 18:15:00,2025-05-21 18:35:00,1,-1.82371,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,21450.74,21430.07,21430.07,21479.17,-21.87,5,stop,17.62,24.13,1.2
rw_006,216032,2025-05-21 18:45:00,2025-05-21 19:35:00,1,-1.802684,long|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|low_decay|late_session,21455.36,21466.36,21433.79,21485.02,9.8,11,max_hold,28.0,16.62,1.2
rw_006,216045,2025-05-21 19:50:00,2025-05-21 19:55:00,1,-1.765743,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,21488.11,21466.56,21466.56,21517.75,-22.75,2,stop,3.63,41.87,1.2
rw_006,216052,2025-05-21 20:25:00,2025-05-21 20:25:00,-1,-1.808344,short|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,21205.36,21171.46,21230.01,21171.46,32.7,1,target,76.62,7.13,1.2
rw_006,216058,2025-05-21 20:55:00,2025-05-21 21:00:00,-1,-1.825148,short|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|mid_decay|late_session,21195.36,21153.87,21225.53,21153.87,40.29,2,target,42.25,17.5,1.2
rw_006,216185,2025-05-22 08:30:00,2025-05-22 08:35:00,1,-1.926512,long|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|europe_morning,21130.53,21123.5,21123.5,21140.2,-8.43,2,stop,7.5,9.38,1.4
rw_006,216191,2025-05-22 09:00:00,2025-05-22 09:00:00,1,-1.916007,long|phase_early_confirmation|compression_high|trigger_soft|fresh_new|low_decay|europe_morning,21133.03,21125.67,21125.67,21143.15,-8.76,1,stop,0.0,15.88,1.4
rw_006,216204,2025-05-22 10:05:00,2025-05-22 10:05:00,1,-1.926476,long|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|europe_morning,21153.03,21145.37,21145.37,21163.57,-9.06,1,stop,9.5,10.0,1.4
rw_006,216241,2025-05-22 13:10:00,2025-05-22 13:10:00,-1,-1.916737,short|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|us_overlap,21109.78,21122.82,21122.82,21091.86,-14.44,1,stop,4.0,25.0,1.4
rw_006,216252,2025-05-22 14:05:00,2025-05-22 14:05:00,1,-1.910956,long|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|us_overlap,21152.53,21170.43,21139.51,21170.43,16.5,1,target,26.12,3.25,1.4
rw_006,216260,2025-05-22 14:45:00,2025-05-22 14:45:00,-1,-1.910248,short|phase_trigger|compression_mid|trigger_firm|fresh_new|low_decay|us_overlap,21104.65,21085.9,21118.29,21085.9,17.35,1,target,26.62,1.5,1.4
rw_006,216269,2025-05-22 15:30:00,2025-05-22 15:30:00,-1,-1.905689,short|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|us_overlap,20983.78,20999.36,20999.36,20962.36,-16.98,1,stop,6.25,35.62,1.4
rw_006,216286,2025-05-22 16:55:00,2025-05-22 16:55:00,1,-1.883091,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|us_overlap,21171.63,21202.83,21148.94,21202.83,30.0,1,target,55.87,8.13,1.2
rw_006,216436,2025-05-23 06:25:00,2025-05-23 06:25:00,1,-1.871251,long|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|early_session,21144.13,21134.65,21134.65,21157.17,-10.88,1,stop,0.37,9.75,1.4
rw_006,216442,2025-05-23 06:55:00,2025-05-23 07:00:00,1,-1.88488,long|phase_early_confirmation|compression_high|trigger_soft|fresh_fresh|mid_decay|early_session,21129.38,21120.0,21120.0,21142.28,-10.78,2,stop,1.62,12.5,1.4
rw_006,216454,2025-05-23 07:55:00,2025-05-23 08:00:00,-1,-1.881366,short|phase_early_confirmation|compression_high|trigger_firm|fresh_new|low_decay|early_session,21089.88,21098.15,21098.15,21078.5,-9.67,2,stop,8.63,11.5,1.4
rw_006,216466,2025-05-23 08:55:00,2025-05-23 08:55:00,-1,-1.912061,short|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|europe_morning,21079.13,21086.9,21086.9,21068.45,-9.17,1,stop,4.25,14.25,1.4
rw_006,216494,2025-05-23 11:15:00,2025-05-23 11:15:00,1,-1.911691,long|phase_early_confirmation|compression_high|trigger_soft|fresh_fresh|low_decay|europe_morning,21152.63,21142.03,21142.03,21167.21,-12.0,1,stop,1.62,23.13,1.4
rw_006,216552,2025-05-23 16:05:00,2025-05-23 16:05:00,-1,-1.869045,short|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|low_decay|us_overlap,20707.25,20736.81,20736.81,20666.61,-30.96,1,stop,5.62,36.13,1.4
