fold_id,signal_index,entry_time,exit_time,direction,score,entry_price,exit_price,stop_price,target_price,pnl_points,bars_held,exit_reason,mfe_points,mae_points,spread_points
rw_001,127525,2024-02-19 13:20:00,2024-02-19 13:25:00,-1,1.468325,17707.8,17700.639917,17712.844604,17700.639917,5.760083,2,target,8.05,0.5,1.4
rw_001,127744,2024-02-20 12:35:00,2024-02-20 12:50:00,1,1.381852,17572.1,17563.979938,17563.979938,17583.62525,-9.520062,4,stop,7.3,8.95,1.4
rw_001,127765,2024-02-20 14:20:00,2024-02-20 14:20:00,-1,1.703569,17602.75,17611.296312,17611.296312,17590.61975,-9.946312,1,stop,0.05,10.55,1.4
rw_001,127768,2024-02-20 14:35:00,2024-02-20 14:35:00,-1,1.716078,17612.85,17620.586437,17620.586437,17601.86925,-9.136437,1,stop,0.4,9.6,1.4
rw_001,127828,2024-02-20 19:35:00,2024-02-20 19:35:00,1,1.515931,17430.5,17415.037458,17415.037458,17452.446833,-15.612542,1,stop,1.1,39.3,0.15
rw_001,128020,2024-02-21 12:35:00,2024-02-21 12:50:00,-1,1.58284,17474.15,17480.284771,17480.284771,17465.442583,-7.534771,4,stop,5.2,11.7,1.4
rw_001,128110,2024-02-21 20:05:00,2024-02-21 20:10:00,-1,1.354541,17387.35,17400.886667,17400.886667,17368.136667,-13.956667,2,stop,10.1,26.55,0.42
rw_001,128311,2024-02-22 13:50:00,2024-02-22 14:00:00,-1,1.362404,17847.5,17837.953833,17854.225708,17837.953833,8.146167,3,target,11.8,6.25,1.4
rw_001,128320,2024-02-22 14:35:00,2024-02-22 14:35:00,1,1.379701,17836.2,17829.9535,17829.9535,17845.066,-7.6465,1,stop,3.2,6.7,1.4
rw_001,128575,2024-02-23 12:50:00,2024-02-23 12:50:00,-1,1.383013,17968.85,17973.467062,17973.467062,17962.29675,-6.017063,1,stop,0.8,5.6,1.4
rw_001,128785,2024-02-26 07:25:00,2024-02-26 07:45:00,-1,1.340253,17907.3,17902.356417,17910.782979,17902.356417,4.323583,5,target,5.45,2.4,0.62
rw_001,128878,2024-02-26 15:10:00,2024-02-26 15:15:00,1,1.374035,17939.0,17945.589,17934.35775,17945.589,5.189,2,target,11.7,2.2,1.4
rw_001,129205,2024-02-27 20:05:00,2024-02-27 20:15:00,1,1.475865,17889.75,17906.630417,17877.856979,17906.630417,16.230417,3,target,17.45,6.05,0.65
rw_001,129421,2024-02-28 15:05:00,2024-02-28 15:10:00,1,1.618175,17886.45,17879.938063,17879.938063,17895.69275,-7.911937,2,stop,6.3,10.15,1.4
rw_001,129424,2024-02-28 15:20:00,2024-02-28 15:25:00,1,1.388366,17889.45,17882.918042,17882.918042,17898.721167,-7.931958,2,stop,4.85,6.7,1.4
rw_001,129478,2024-02-28 19:50:00,2024-02-28 20:00:00,1,1.529334,17870.75,17859.829992,17859.829992,17886.249367,-12.270008,3,stop,3.6,14.5,1.35
rw_001,129490,2024-02-28 20:50:00,2024-02-28 20:55:00,-1,1.558278,17888.55,17898.627842,17898.627842,17874.245967,-10.877842,2,stop,5.5,10.7,0.8
rw_001,130264,2024-03-04 16:30:00,2024-03-04 16:30:00,1,1.551864,18290.5,18285.533542,18285.533542,18297.549167,-5.066458,1,stop,2.7,43.5,0.1
rw_001,130312,2024-03-04 20:30:00,2024-03-04 20:40:00,1,1.478821,18243.3,18258.216917,18232.790354,18258.216917,13.516917,3,target,15.75,1.95,1.4
rw_001,130570,2024-03-05 19:00:00,2024-03-05 19:15:00,1,1.722821,17903.2,17910.95,17888.735271,17923.730583,7.75,4,early_giveback,19.8,2.4,0.0
rw_001,130588,2024-03-05 20:30:00,2024-03-05 20:35:00,1,1.507537,17886.95,17871.31825,17871.31825,17909.137,-16.18175,2,stop,13.95,21.45,0.55
rw_001,130804,2024-03-06 15:30:00,2024-03-06 15:30:00,-1,1.652834,18041.0,18047.187083,18047.187083,18032.218333,-6.187083,1,stop,20.25,16.55,0.0
rw_001,130867,2024-03-06 20:45:00,2024-03-06 20:45:00,1,1.450878,18090.7,18075.439604,18075.439604,18112.359917,-15.260396,1,stop,5.35,79.45,0.0
rw_001,130984,2024-03-07 07:30:00,2024-03-07 07:35:00,-1,1.381857,17950.1,17942.827167,17955.224042,17942.827167,5.872833,2,target,7.9,3.85,1.4
rw_001,131053,2024-03-07 13:15:00,2024-03-07 13:15:00,-1,1.744272,18077.5,18066.29045,18085.397637,18066.29045,9.85955,1,target,12.85,0.75,1.35
rw_001,131080,2024-03-07 15:30:00,2024-03-07 15:30:00,-1,1.38868,18104.1,18110.837721,18110.837721,18094.536783,-8.037721,1,stop,4.0,19.5,1.3
rw_001,131338,2024-03-08 14:00:00,2024-03-08 14:00:00,1,1.6023,18268.85,18261.587604,18261.587604,18279.157917,-8.662396,1,stop,0.0,11.6,1.4
rw_001,131533,2024-03-11 07:20:00,2024-03-11 07:20:00,1,1.555979,17963.0,17957.885646,17957.885646,17970.259083,-6.514354,1,stop,3.95,7.0,1.4
rw_001,131551,2024-03-11 08:50:00,2024-03-11 08:50:00,-1,1.398127,17977.0,17981.741708,17981.741708,17970.269833,-6.141708,1,stop,2.6,5.45,1.4
rw_001,131569,2024-03-11 10:20:00,2024-03-11 10:20:00,-1,1.479348,18005.0,17998.253333,18009.753333,17998.253333,5.496667,1,target,21.0,1.0,1.25
rw_001,131608,2024-03-11 13:35:00,2024-03-11 13:40:00,1,1.653392,17999.05,18014.082417,17988.458979,18014.082417,13.732417,2,target,19.85,1.8,1.3
rw_001,131629,2024-03-11 15:20:00,2024-03-11 15:20:00,1,1.557312,17923.45,17912.155021,17912.155021,17939.481583,-11.994979,1,stop,12.65,15.4,0.7
rw_001,131644,2024-03-11 16:35:00,2024-03-11 16:35:00,-1,1.597576,17884.7,17895.49575,17895.49575,17869.377,-10.79575,1,stop,6.7,71.15,0.0
rw_001,131674,2024-03-11 19:05:00,2024-03-11 19:15:00,-1,1.712829,17935.75,17955.327146,17955.327146,17907.963083,-19.577146,3,stop,21.5,21.3,0.0
rw_001,131878,2024-03-12 13:05:00,2024-03-12 13:05:00,1,1.80358,18030.3,18024.492021,18024.492021,18038.543583,-7.157979,1,stop,1.2,6.8,1.35
rw_001,132097,2024-03-13 08:20:00,2024-03-13 08:20:00,-1,1.365747,18205.4,18207.852875,18207.852875,18201.9185,-3.152875,1,stop,0.65,5.55,0.7
rw_001,132454,2024-03-14 15:05:00,2024-03-14 15:15:00,1,1.466193,18140.9,18148.194833,18135.760458,18148.194833,6.674833,3,target,8.3,4.45,0.62
rw_001,132460,2024-03-14 15:35:00,2024-03-14 15:35:00,-1,1.344318,18103.95,18108.941646,18108.941646,18096.865083,-6.341646,1,stop,14.3,5.55,1.35
rw_001,132976,2024-03-18 12:40:00,2024-03-18 12:55:00,1,1.452675,17923.8,17924.55,17918.517083,17931.298333,-0.55,4,early_giveback,7.3,2.7,1.3
rw_001,133066,2024-03-18 20:10:00,2024-03-18 20:20:00,1,1.581124,18002.25,18021.635667,17988.591917,18021.635667,18.235667,3,target,27.35,7.55,1.15
rw_001,133069,2024-03-18 20:25:00,2024-03-18 20:35:00,1,1.434943,18028.2,18014.284875,18014.284875,18047.9505,-14.815125,3,stop,12.25,29.95,0.9
rw_001,133072,2024-03-18 20:40:00,2024-03-18 20:45:00,-1,1.679566,18000.4,18013.986396,18013.986396,17981.116083,-13.856396,2,stop,6.65,16.2,0.27
rw_001,133180,2024-03-19 06:40:00,2024-03-19 06:40:00,1,1.869049,17942.65,17948.623,17938.44175,17948.623,5.973,1,target,18.0,0.4,0.0
rw_001,133228,2024-03-19 10:40:00,2024-03-19 10:40:00,-1,1.663901,17939.6,17931.5535,17945.269125,17931.5535,6.6465,1,target,10.6,4.4,1.4
rw_001,133327,2024-03-19 18:55:00,2024-03-19 18:55:00,-1,1.434561,17884.5,17898.059917,17898.059917,17865.253667,-14.239917,1,stop,2.8,23.1,0.68
rw_001,133342,2024-03-19 20:10:00,2024-03-19 20:10:00,-1,1.633216,17990.9,18005.369896,18005.369896,17970.362083,-14.969896,1,stop,0.3,15.95,0.5
rw_001,133351,2024-03-19 20:55:00,2024-03-19 21:10:00,-1,1.344004,18001.85,18015.306583,18015.306583,17982.750333,-14.756583,4,stop,11.3,15.3,1.3
rw_001,133537,2024-03-20 13:25:00,2024-03-20 13:25:00,-1,1.4405,18015.1,18007.850083,18020.207896,18007.850083,5.849917,1,target,8.1,1.25,1.4
rw_001,133561,2024-03-20 15:25:00,2024-03-20 15:25:00,1,1.370012,18048.9,18057.641333,18042.741333,18057.641333,7.341333,1,target,14.3,0.1,1.4
rw_001,133603,2024-03-20 18:55:00,2024-03-20 19:05:00,1,1.437988,18028.15,18018.680792,18018.680792,18041.590167,-10.819208,3,stop,6.45,12.65,1.35
rw_001,133825,2024-03-21 14:25:00,2024-03-21 14:25:00,-1,1.35046,18373.45,18379.629979,18379.629979,18364.678417,-7.579979,1,stop,0.55,7.05,1.4
rw_001,133831,2024-03-21 14:55:00,2024-03-21 15:00:00,-1,1.470573,18386.95,18393.193917,18393.193917,18378.087667,-7.643917,2,stop,6.45,15.55,1.4
rw_001,133834,2024-03-21 15:10:00,2024-03-21 15:15:00,-1,1.341834,18398.7,18404.750813,18404.750813,18390.11175,-7.400813,2,stop,3.7,11.05,1.35
rw_001,133900,2024-03-21 20:40:00,2024-03-21 20:45:00,1,1.464991,18403.95,18391.088229,18391.088229,18422.205417,-13.311771,2,stop,6.8,25.45,0.45
rw_001,134083,2024-03-22 12:55:00,2024-03-22 12:55:00,1,1.390011,18334.7,18342.898667,18328.923667,18342.898667,6.848667,1,target,9.7,0.75,1.35
rw_001,134152,2024-03-22 18:40:00,2024-03-22 18:45:00,-1,1.416674,18294.1,18304.592854,18304.592854,18279.206917,-11.442854,2,stop,4.9,11.1,0.95
rw_001,134173,2024-03-22 20:25:00,2024-03-22 20:30:00,-1,1.539379,18342.35,18353.412479,18353.412479,18326.648417,-12.412479,2,stop,1.6,16.45,1.35
rw_001,134434,2024-03-25 19:15:00,2024-03-25 19:30:00,1,1.434423,18285.75,18274.967167,18274.967167,18301.054667,-12.132833,4,stop,9.05,11.4,1.35
rw_001,134632,2024-03-26 12:45:00,2024-03-26 12:45:00,-1,1.57021,18364.45,18369.062542,18369.062542,18357.903167,-6.012542,1,stop,0.55,8.05,1.4
rw_001,134908,2024-03-27 12:45:00,2024-03-27 13:00:00,1,1.776289,18286.3,18289.1,18281.542792,18293.052167,1.4,4,early_giveback,6.0,3.0,1.4
rw_001,135265,2024-03-28 19:30:00,2024-03-28 19:30:00,1,1.714882,18263.05,18252.488042,18252.488042,18278.041167,-11.161958,1,stop,0.9,16.4,0.6
rw_001,135553,2024-04-01 20:30:00,2024-04-01 20:45:00,1,1.887812,18226.3,18235.55,18211.337979,18247.536417,8.55,4,early_giveback,14.95,6.8,0.7
rw_001,135742,2024-04-02 13:15:00,2024-04-02 13:20:00,1,1.416419,18232.45,18242.139167,18225.623542,18242.139167,9.239167,2,target,11.4,2.25,0.45
rw_001,135748,2024-04-02 13:45:00,2024-04-02 13:55:00,1,1.348081,18217.45,18227.741417,18210.199229,18227.741417,8.891417,3,target,10.75,5.95,1.4
rw_001,135808,2024-04-02 18:45:00,2024-04-02 18:50:00,-1,1.449965,18035.15,18017.597667,18047.516417,18017.597667,16.552333,2,target,23.15,5.95,1.0
rw_001,135826,2024-04-02 20:15:00,2024-04-02 20:35:00,-1,1.496222,18059.85,18059.95,18071.720417,18043.001667,-0.9,5,early_giveback,10.35,7.65,0.8
rw_001,136024,2024-04-03 13:45:00,2024-04-03 14:00:00,1,1.702252,18050.35,18059.4965,18043.905875,18059.4965,7.7465,4,target,23.85,2.35,1.4
rw_001,136036,2024-04-03 14:45:00,2024-04-03 14:50:00,-1,1.710708,18075.8,18082.27125,18082.27125,18066.615,-6.80125,2,stop,5.4,20.7,0.33
rw_001,136090,2024-04-03 19:15:00,2024-04-03 19:15:00,1,1.465242,18183.05,18199.979917,18171.122104,18199.979917,16.249917,1,target,17.55,9.8,0.68
rw_001,136306,2024-04-04 14:15:00,2024-04-04 14:20:00,-1,1.384958,18245.4,18238.4425,18250.301875,18238.4425,5.5575,2,target,8.55,3.65,1.4
rw_001,136366,2024-04-04 19:15:00,2024-04-04 19:35:00,-1,1.620558,18336.9,18346.262646,18346.262646,18323.611083,-10.762646,5,stop,2.9,11.2,1.4
rw_001,136510,2024-04-05 08:15:00,2024-04-05 08:20:00,-1,1.449659,17913.15,17906.956083,17917.513896,17906.956083,4.793917,2,target,10.25,2.8,1.4
rw_001,137161,2024-04-09 16:35:00,2024-04-09 16:35:00,-1,1.855322,18155.5,18163.295208,18163.295208,18144.435833,-8.445208,1,stop,9.5,39.2,0.65
rw_001,137410,2024-04-10 14:20:00,2024-04-10 14:35:00,-1,1.46982,18176.25,18181.948833,18181.948833,18168.161333,-7.098833,4,stop,6.65,5.95,1.4
rw_001,137422,2024-04-10 15:20:00,2024-04-10 15:25:00,-1,1.804392,18185.85,18191.298896,18191.298896,18178.116083,-6.848896,2,stop,5.8,83.15,1.4
rw_001,137479,2024-04-10 20:05:00,2024-04-10 20:10:00,-1,1.577982,17947.75,17920.4865,17966.958375,17920.4865,27.0635,2,target,28.0,3.3,0.2
rw_001,138217,2024-04-15 12:40:00,2024-04-15 12:45:00,1,1.52485,18092.1,18102.889167,18084.498542,18102.889167,9.389167,2,target,11.7,0.0,1.4
rw_001,138304,2024-04-15 19:55:00,2024-04-15 20:05:00,1,1.422559,17930.9,17955.926833,17913.267458,17955.926833,24.356833,3,target,25.85,11.4,0.67
rw_001,138433,2024-04-16 07:40:00,2024-04-16 07:40:00,1,1.448461,17675.1,17668.091417,17668.091417,17685.047667,-8.408583,1,stop,1.85,12.1,1.4
rw_001,138493,2024-04-16 12:40:00,2024-04-16 12:45:00,1,1.478352,17683.6,17674.773396,17674.773396,17696.128083,-10.226604,2,stop,2.5,9.35,1.4
rw_001,138511,2024-04-16 14:10:00,2024-04-16 14:10:00,-1,1.4618,17696.75,17706.662896,17706.662896,17682.680083,-10.062896,1,stop,0.0,21.6,0.15
rw_001,138757,2024-04-17 11:40:00,2024-04-17 11:40:00,-1,1.339483,17739.05,17749.17925,17749.17925,17724.673,-10.50925,1,stop,0.0,12.4,0.38
rw_001,138760,2024-04-17 11:55:00,2024-04-17 12:00:00,-1,1.602742,17739.4,17724.733333,17749.733333,17724.733333,14.516667,2,target,24.05,7.05,0.15
rw_001,138766,2024-04-17 12:25:00,2024-04-17 12:50:00,1,1.454518,17730.7,17745.726,17720.1135,17745.726,13.626,6,target,22.0,8.1,1.4
rw_001,138778,2024-04-17 13:25:00,2024-04-17 13:30:00,-1,1.412434,17755.3,17764.021979,17764.021979,17742.920417,-10.021979,2,stop,0.65,16.9,1.3
rw_001,139129,2024-04-18 19:40:00,2024-04-18 19:40:00,1,1.530311,17511.5,17494.916937,17494.916937,17535.03725,-17.183063,1,stop,3.95,29.0,0.6
rw_001,139414,2024-04-19 20:25:00,2024-04-19 20:25:00,-1,1.502708,17131.7,17102.60225,17152.200688,17102.60225,29.09775,1,target,34.45,3.3,0.0
rw_001,139603,2024-04-22 13:15:00,2024-04-22 13:30:00,-1,1.354741,17160.45,17149.588417,17168.102479,17149.588417,9.661583,4,target,18.15,6.75,1.2
rw_001,139615,2024-04-22 14:15:00,2024-04-22 14:15:00,1,1.631338,17128.6,17139.48175,17120.933312,17139.48175,9.48175,1,target,22.85,1.25,1.4
rw_001,139696,2024-04-22 21:00:00,2024-04-22 21:10:00,-1,1.401584,17249.55,17263.9805,17263.9805,17229.068,-15.0005,3,stop,13.05,20.3,0.57
rw_001,139885,2024-04-23 13:45:00,2024-04-23 13:50:00,-1,1.408115,17262.1,17269.102125,17269.102125,17252.1615,-8.352125,2,stop,6.6,10.1,1.35
rw_001,139945,2024-04-23 18:45:00,2024-04-23 18:55:00,-1,1.503231,17435.75,17415.433,17450.06425,17415.433,19.717,3,target,21.75,4.9,0.6
rw_001,140152,2024-04-24 13:00:00,2024-04-24 13:00:00,1,1.62436,17535.0,17544.00075,17528.658563,17544.00075,7.75075,1,target,14.9,6.25,1.25
rw_001,140221,2024-04-24 18:45:00,2024-04-24 18:45:00,-1,1.416817,17474.8,17488.639563,17488.639563,17455.15675,-13.839563,1,stop,12.55,14.6,0.0
rw_001,140368,2024-04-25 08:00:00,2024-04-25 08:00:00,1,1.61207,17309.85,17306.452917,17306.452917,17314.671667,-3.967083,1,stop,1.2,11.15,0.57
rw_001,140521,2024-04-25 20:45:00,2024-04-25 20:45:00,-1,1.377596,17389.8,17407.468708,17407.468708,17364.721833,-18.148708,1,stop,2.55,33.25,0.48
rw_001,140524,2024-04-25 21:00:00,2024-04-25 21:15:00,-1,1.453947,17423.3,17433.95,17440.639333,17398.689333,-10.65,4,early_giveback,16.35,15.0,0.0
rw_001,140698,2024-04-26 12:35:00,2024-04-26 12:50:00,1,1.460854,17593.55,17597.7,17587.296396,17602.426083,2.75,4,early_giveback,8.2,3.0,1.4
rw_001,140716,2024-04-26 14:05:00,2024-04-26 14:05:00,1,1.40187,17600.85,17610.100083,17594.332896,17610.100083,7.900083,1,target,12.65,3.35,1.35
rw_001,140722,2024-04-26 14:35:00,2024-04-26 14:35:00,-1,1.528127,17611.0,17602.168833,17617.221958,17602.168833,7.431167,1,target,13.85,5.1,1.4
rw_001,140974,2024-04-29 12:40:00,2024-04-29 12:45:00,1,1.679103,17758.05,17753.412271,17753.412271,17764.632583,-6.037729,2,stop,2.7,4.65,1.4
rw_001,140995,2024-04-29 14:25:00,2024-04-29 14:25:00,1,1.583165,17765.2,17772.310583,17760.190271,17772.310583,5.760583,1,target,9.75,0.05,1.35
rw_001,141070,2024-04-29 20:40:00,2024-04-29 20:55:00,-1,1.353478,17791.95,17786.55,17804.681313,17773.87975,4.65,4,early_giveback,10.7,8.95,0.75
rw_001,141265,2024-04-30 13:55:00,2024-04-30 14:00:00,-1,1.469849,17756.95,17762.283938,17762.283938,17749.37925,-6.683937,2,stop,11.4,5.8,1.35
rw_002,141537,2024-05-01 13:35:00,2024-05-01 13:35:00,1,1.507755,17292.7,17303.14175,17285.343313,17303.14175,9.24175,1,target,12.8,3.7,1.2
rw_002,141600,2024-05-01 18:50:00,2024-05-01 18:50:00,-1,1.389195,17324.1,17304.996667,17337.559167,17304.996667,18.583333,1,target,26.35,2.55,0.52
rw_002,141609,2024-05-01 19:35:00,2024-05-01 19:50:00,-1,1.505532,17313.75,17293.18,17328.2425,17293.18,20.37,4,target,23.55,11.35,0.2
rw_002,141897,2024-05-02 20:35:00,2024-05-02 20:50:00,-1,1.562326,17461.3,17453.45,17480.583292,17433.930167,7.07,4,early_giveback,14.9,11.0,0.78
rw_002,142095,2024-05-03 14:05:00,2024-05-03 14:15:00,1,1.325665,17630.15,17637.680417,17624.844479,17637.680417,6.130417,3,target,8.8,3.0,1.4
rw_002,142101,2024-05-03 14:35:00,2024-05-03 14:35:00,-1,1.66368,17638.25,17631.155,17643.24875,17631.155,5.695,1,target,8.35,0.9,1.4
rw_002,142107,2024-05-03 15:05:00,2024-05-03 15:10:00,1,1.705621,17632.05,17639.25225,17626.975687,17639.25225,7.20225,2,target,8.3,4.55,0.0
rw_002,143178,2024-05-09 12:25:00,2024-05-09 12:30:00,1,1.696957,18012.4,18018.83225,18007.868188,18018.83225,5.08225,2,target,7.85,2.4,1.35
rw_002,143202,2024-05-09 14:25:00,2024-05-09 14:25:00,-1,1.354799,18024.3,18029.482812,18029.482812,18016.94375,-6.582812,1,stop,4.75,6.7,1.4
rw_002,143259,2024-05-09 19:10:00,2024-05-09 19:25:00,1,1.576702,18087.65,18092.75,18075.8762,18104.3612,3.95,4,early_giveback,11.95,5.1,1.15
rw_002,143271,2024-05-09 20:10:00,2024-05-09 20:20:00,-1,1.472879,18117.0,18100.198417,18128.837479,18100.198417,16.181583,3,target,32.05,11.8,0.62
rw_002,143823,2024-05-13 20:15:00,2024-05-13 20:15:00,1,1.681671,18163.95,18176.796167,18154.899292,18176.796167,12.216167,1,target,18.95,4.2,0.63
rw_002,144654,2024-05-16 20:30:00,2024-05-16 20:30:00,1,1.359127,18580.7,18593.969667,18571.350917,18593.969667,12.669667,1,target,17.0,1.65,0.6
rw_002,145197,2024-05-20 19:50:00,2024-05-20 19:50:00,-1,1.718059,18676.7,18684.942125,18684.942125,18665.0015,-9.592125,1,stop,0.0,18.5,1.35
rw_002,145206,2024-05-20 20:35:00,2024-05-20 20:40:00,1,1.493712,18657.15,18648.362146,18648.362146,18669.623083,-9.507854,2,stop,0.0,13.65,0.72
rw_002,145470,2024-05-21 19:35:00,2024-05-21 19:55:00,-1,1.406417,18669.35,18657.721167,18677.543042,18657.721167,10.228833,5,target,19.6,0.5,1.4
rw_002,145959,2024-05-23 14:20:00,2024-05-23 14:20:00,-1,1.80114,18889.5,18893.465417,18893.465417,18883.871667,-4.015417,1,stop,2.25,9.05,0.05
rw_002,146244,2024-05-24 15:05:00,2024-05-24 15:10:00,-1,1.644814,18678.15,18671.726,18682.676,18671.726,5.024,2,target,7.25,3.75,1.4
rw_002,146730,2024-05-28 13:35:00,2024-05-28 13:45:00,1,1.749134,18874.08,18868.61005,18868.61005,18881.8438,-6.71995,3,stop,4.88,13.62,1.25
rw_002,147288,2024-05-30 14:05:00,2024-05-30 14:05:00,-1,1.584898,18696.03,18701.454354,18701.454354,18688.330917,-6.674354,1,stop,1.62,6.13,1.25
rw_002,147468,2024-05-31 06:10:00,2024-05-31 06:20:00,1,1.405941,18484.9,18492.806617,18479.329429,18492.806617,6.656617,3,target,14.0,3.87,1.25
rw_002,147495,2024-05-31 08:25:00,2024-05-31 08:25:00,-1,1.326931,18510.03,18504.405333,18513.992833,18504.405333,4.374667,1,target,7.75,1.25,1.25
rw_002,147501,2024-05-31 11:00:00,2024-05-31 11:00:00,1,1.40821,18475.4,18471.398546,18471.398546,18481.079483,-5.251454,1,stop,7.63,6.0,1.25
rw_002,147552,2024-05-31 15:15:00,2024-05-31 15:20:00,-1,1.360681,18513.15,18519.821458,18519.821458,18503.680833,-7.921458,2,stop,3.62,10.5,1.25
rw_002,147831,2024-06-03 15:35:00,2024-06-03 15:40:00,-1,1.39183,18640.49,18646.379613,18646.379613,18632.13055,-7.139612,2,stop,4.63,13.5,1.25
rw_002,147837,2024-06-03 16:05:00,2024-06-03 16:05:00,1,1.34912,18653.74,18661.902183,18647.989371,18661.902183,6.912183,1,target,12.25,1.5,1.25
rw_002,147894,2024-06-03 20:50:00,2024-06-03 21:05:00,-1,1.361632,18527.99,18523.99,18547.623721,18500.122783,2.75,4,early_giveback,25.25,4.75,1.25
rw_002,148098,2024-06-04 14:50:00,2024-06-04 14:50:00,-1,1.709022,18541.46,18551.691679,18551.691679,18526.937617,-11.481679,1,stop,3.75,12.75,1.25
rw_002,148101,2024-06-04 15:05:00,2024-06-04 15:10:00,-1,1.575501,18529.71,18540.057671,18540.057671,18515.022983,-11.597671,2,stop,5.75,14.0,1.25
